"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","EIFFEL: What about you Hera? Did you guys figure out what the problem was? Are you okay now? 
HERA: No, Officer Eif… https://t.co/0TbxuEZFVs",FALSE,0,NA,2022-11-28 12:19:49,TRUE,NA,"1597203610210689025",NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","sevebooks",0,FALSE,FALSE,NA,NA
"2","RT @juanbuis: it's just absolutely *incredible* how lego reuses pieces in their designs

for their new eiffel tower model they couldn't fin…",FALSE,0,NA,2022-11-28 12:17:13,FALSE,NA,"1597202953114619904",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EmojiManNow",1745,TRUE,FALSE,NA,NA
"3","- All I Really Want (Eiffel 65 Radio Edit)",FALSE,0,NA,2022-11-28 12:15:22,FALSE,NA,"1597202488507211777",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Converge Downtown</a>","ConvergeDownto1",0,FALSE,FALSE,NA,NA
"4","“There’s the Eiffel Tower,” remarked Curfoot.      https://t.co/hq1YkMmmzW",FALSE,0,NA,2022-11-28 12:14:27,FALSE,NA,"1597202256624988165",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SusanKi31951146",0,FALSE,FALSE,NA,NA
"5","“There’s the Eiffel Tower,” remarked Curfoot.      https://t.co/uRFwTHHX6Z",FALSE,0,NA,2022-11-28 12:12:52,FALSE,NA,"1597201860682661888",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Crystal00322610",0,FALSE,FALSE,NA,NA
"6","Ready Stock , Tas Eiffel Harga 130rb minat? Follow Twitter , bicarain dm :) https://t.co/S8tA91oK1Z",FALSE,0,NA,2022-11-28 12:10:08,FALSE,NA,"1597201170267017216",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","LuckShop_",0,FALSE,FALSE,NA,NA
"7","Eiffel Excellence Scholarship 2023-24
👉Monthly €1,181 for Masters.
👉Monthly €1,700 for PhD.
👉National &amp; Internation… https://t.co/Qehv8Oa6QQ",FALSE,0,NA,2022-11-28 12:08:44,TRUE,NA,"1597200820583673856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IndopakScholars",0,FALSE,FALSE,NA,NA
"8","@WYP_JBradfield Saw that you can buy a Lego Eiffel Tower in time for Christmas. 
It's supposed to be very large.  T… https://t.co/ybQScytccS",FALSE,0,"WYP_JBradfield",2022-11-28 12:06:02,TRUE,"1597164311847129088","1597200137616433152","809911429520388096","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","myke4116",0,FALSE,FALSE,NA,NA
"9","@imageplotter @gehapeters Is it the Eiffel tower, a phallus or both?",FALSE,0,"imageplotter",2022-11-28 12:05:08,FALSE,"1597163888776126464","1597199911690588160","351092521","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ernie1968",0,FALSE,FALSE,NA,NA
"10","RT @itspatthemovie: my theory is that if you made an arrangement of ""silicon world"" by eiffel 65 with some light tweaks here and there and…",FALSE,0,NA,2022-11-28 12:04:53,FALSE,NA,"1597199848238772224",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rich_Uzumaki",1,TRUE,FALSE,NA,NA
"11","The iconic status of the #EiffelTower has already done great work for #Paris2024 and it rose to the occasion again… https://t.co/1eJFugX9ff",FALSE,0,NA,2022-11-28 12:03:14,TRUE,NA,"1597199434563158017",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","insidethegames",0,FALSE,FALSE,NA,NA
"12","RT @pukicho: I am racist towards French people. retweet to kill the Eiffel tower",FALSE,0,NA,2022-11-28 12:02:29,FALSE,NA,"1597199246037782529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wormhola",8013,TRUE,FALSE,NA,NA
"13","RT @juanbuis: it's just absolutely *incredible* how lego reuses pieces in their designs

for their new eiffel tower model they couldn't fin…",FALSE,0,NA,2022-11-28 12:00:27,FALSE,NA,"1597198735070502912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jakubspanihel",1745,TRUE,FALSE,NA,NA
"14","KARL: I wanna see what happened to my Eiffel Tower. And then I’m gonna… y’know… there's gonna be repercussions…",FALSE,0,NA,2022-11-28 12:00:14,FALSE,NA,"1597198678036344833",NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","ksquotebot",0,FALSE,FALSE,NA,NA
"15","RT @dancegerarddnce: the way i need them to eiffel tower me bro😭😜 https://t.co/1HSuGfy2Ur",FALSE,0,NA,2022-11-28 11:55:28,FALSE,NA,"1597197479413682177",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lunadeurano96",32,TRUE,FALSE,NA,NA
"16","RT @Klaus_Arminius: 🇫🇷#France

Blood Everywhere: Settlement of scores between Pakistani street vendors under the Eiffel Tower last night.…",FALSE,0,NA,2022-11-28 11:54:45,FALSE,NA,"1597197298194604034",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","EricMoo91919605",189,TRUE,FALSE,NA,NA
"17","@awalmartparking @avezray I know it’s not an emoji but @LEGO_Group released an amazing 5 foot tall Eiffel Tower set over the weekend.",FALSE,0,"awalmartparking",2022-11-28 11:54:27,FALSE,"1596920704397549569","1597197224143822849","1362179716099297280","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlohaCraw",0,FALSE,FALSE,NA,NA
"18","I went to Paris one time... Saw the Eiffel tower. Wasn't sure if it was a cell",FALSE,0,NA,2022-11-28 11:53:26,FALSE,NA,"1597196968199356416",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SimmonsFinleyi",0,FALSE,FALSE,NA,NA
"19","I've been to the top of the Eiffel Tower many a time https://t.co/rkJL7XKKxg",FALSE,0,NA,2022-11-28 11:47:22,FALSE,NA,"1597195442110046209",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KhuramS74402029",0,FALSE,FALSE,NA,NA
"20","RT @juanbuis: it's just absolutely *incredible* how lego reuses pieces in their designs

for their new eiffel tower model they couldn't fin…",FALSE,0,NA,2022-11-28 11:39:35,FALSE,NA,"1597193481444728833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Draciste",1745,TRUE,FALSE,NA,NA
"21","@smolfey oh wow you're in paris!!!

didnt know the eiffel tower was so small tho u.u",FALSE,0,"smolfey",2022-11-28 11:34:38,FALSE,"1597127611674939392","1597192236319399936","1373075137877184513","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JillianNaive",0,FALSE,FALSE,NA,NA
"22","We made our way along the river, and sat down in the grass by the Eiffel tower - I was so happy we had met, it was the age of no regret.",FALSE,0,NA,2022-11-28 11:34:17,FALSE,NA,"1597192151003119616",NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","uffernsilio",0,FALSE,FALSE,NA,NA
"23","RT @PierreBotte1: Ready to visit the Eiffel Tower   :-) https://t.co/chwpILfL7v",FALSE,0,NA,2022-11-28 11:29:34,FALSE,NA,"1597190962580627461",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Idietonight",58,TRUE,FALSE,NA,NA
"24","Stupid ship... stupid protocols... stupid Minkowski... Sorry, Eiffel, but my final act of being a pain in your ass… https://t.co/AvoBeMEemj",FALSE,0,NA,2022-11-28 11:27:32,TRUE,NA,"1597190451836002304",NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","DougEiffelBot",0,FALSE,FALSE,NA,NA
"25","RT @Klaus_Arminius: 🇫🇷#France

Blood Everywhere: Settlement of scores between Pakistani street vendors under the Eiffel Tower last night.…",FALSE,0,NA,2022-11-28 11:27:22,FALSE,NA,"1597190410497314818",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PauwSp",189,TRUE,FALSE,NA,NA
"26","Just posted a photo @ Hotel La Comtesse Paris Tour Eiffel https://t.co/05OIcFGtgi",FALSE,0,NA,2022-11-28 11:26:56,FALSE,NA,"1597190298056138754",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Pray4Pax",0,FALSE,FALSE,NA,NA
"27","“There’s the Eiffel Tower,” remarked Curfoot.      https://t.co/Z78Idh7ICJ",FALSE,0,NA,2022-11-28 11:24:41,FALSE,NA,"1597189731565309952",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CarlaLay10",0,FALSE,FALSE,NA,NA
"28","RT @Woolphee: Eiffel for you #ASongOrMovieForTheFrench https://t.co/nt1g5Lha7s",FALSE,0,NA,2022-11-28 11:19:50,FALSE,NA,"1597188513820119040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FGFriendlies",1,TRUE,FALSE,NA,NA
"29","“There’s the Eiffel Tower,” remarked Curfoot.      https://t.co/V4GbHqAuN9",FALSE,0,NA,2022-11-28 11:18:58,FALSE,NA,"1597188292922920960",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KellyPo22446019",0,FALSE,FALSE,NA,NA
"30","RT @PierreBotte1: Ready to visit the Eiffel Tower   :-) https://t.co/chwpILfL7v",FALSE,0,NA,2022-11-28 11:16:51,FALSE,NA,"1597187762662572034",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","esti_zela",58,TRUE,FALSE,NA,NA
"31","Climb to the top of Eiffel Tower if you want a bird's eye-view of Paris https://t.co/QmB6xvnEsx",FALSE,0,NA,2022-11-28 11:14:14,FALSE,NA,"1597187104219754497",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Zahraa_ali202",0,FALSE,FALSE,NA,NA
"32","@gemmagould Almost over this fooking cold bar coughing up all sorts, over 2 fooking weeks😮 I'm much better thanks j… https://t.co/cQc8Z0EFmp",FALSE,0,"gemmagould",2022-11-28 11:13:11,TRUE,"1597185892254650369","1597186839752081409","18845869","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adywhitwell",0,FALSE,FALSE,NA,NA
"33","@MichiganFB23 Ain’t we the ones who got maize and blue on the god damned EIFFEL TOWER?!",FALSE,0,"MichiganFB23",2022-11-28 11:13:01,FALSE,"1596994573213257729","1597186795917430784","1074128029578870784","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JacobC_75",0,FALSE,FALSE,NA,NA
"34","Take me to Paris. Kiss me under the tour Eiffel🖤 https://t.co/aSJUJ75ATF",FALSE,0,NA,2022-11-28 11:10:56,FALSE,NA,"1597186272375676928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xlexixxnn",0,FALSE,FALSE,NA,NA
"35","RT @juanbuis: it's just absolutely *incredible* how lego reuses pieces in their designs

for their new eiffel tower model they couldn't fin…",FALSE,0,NA,2022-11-28 11:09:52,FALSE,NA,"1597186004720357376",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","signalizer",1745,TRUE,FALSE,NA,NA
"36","Read all about it from your intrepid reporter perched high on the Tour Eiffel https://t.co/47i4FCFDqp",FALSE,0,NA,2022-11-28 11:08:28,FALSE,NA,"1597185652269133826",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeRowbo",0,FALSE,FALSE,NA,NA
"37","“...instead of the Eiffel Tower it’s the Trifle Tower – that’s funny”

@whitematter's son Leo Hunter on @McCann_UK'… https://t.co/TIh62IxvUG",FALSE,1,NA,2022-11-28 11:07:49,TRUE,NA,"1597185488401883136",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","VikkiRossWrites",0,FALSE,FALSE,NA,NA
"38","RT @KehlaniMonet: listening to kehlani on top of the eiffel tower rn, wyd?",FALSE,0,NA,2022-11-28 11:01:02,FALSE,NA,"1597183780783271937",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kehlanilover1",1,TRUE,FALSE,NA,NA
"39","#ASongOrMovieForTheFrench The Beatles - If Eiffel In Love with You",FALSE,2,NA,2022-11-28 11:00:58,FALSE,NA,"1597183764374831106",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wordsmithgetxo",0,FALSE,FALSE,NA,NA
"40","Go to the top of the eiffel tower

NARIAN STAY STRONG 
#JaneShua",FALSE,0,NA,2022-11-28 11:00:43,FALSE,NA,"1597183701451821061",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mamabeau000",0,FALSE,FALSE,NA,NA
"41","Marie eiffel and Andrea Stern are inviting you to celebrate December and holidays at Die Firma Gallery. December 1,… https://t.co/67xytpUIEH",FALSE,0,NA,2022-11-28 11:00:26,TRUE,NA,"1597183629842866176",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","marieeiffel",0,FALSE,FALSE,NA,NA
"42","@973Meech Can we build an Eiffel Tower?",FALSE,1,"973Meech",2022-11-28 11:00:02,FALSE,"1597127556854992896","1597183530680733696","904503732","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NotoriousHappy",0,FALSE,FALSE,NA,NA
"43","“There’s the Eiffel Tower,” remarked Curfoot.      https://t.co/pzQrAdYcIs",FALSE,0,NA,2022-11-28 10:58:54,FALSE,NA,"1597183246537613313",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Veronic80319379",0,FALSE,FALSE,NA,NA
"44","listening to kehlani on top of the eiffel tower rn, wyd?",FALSE,4,NA,2022-11-28 10:58:47,FALSE,NA,"1597183215865065473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KehlaniMonet",1,FALSE,FALSE,NA,NA
"45","RT @PierreBotte1: Ready to visit the Eiffel Tower   :-) https://t.co/chwpILfL7v",FALSE,0,NA,2022-11-28 10:58:19,FALSE,NA,"1597183099242020864",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tibo_lupo",58,TRUE,FALSE,NA,NA
"46","@Lstad78 @quietlySHEflew My brother loves it. Peed down from the Eiffel Tower once.

And once in the wilderness, ju… https://t.co/1wkj4OVeEl",FALSE,0,"Lstad78",2022-11-28 10:58:15,TRUE,"1597027871196819456","1597183083346022400","124869428","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HagobSmeik",0,FALSE,FALSE,NA,NA
"47","“There’s the Eiffel Tower,” remarked Curfoot.      https://t.co/TlxsvWMsiw",FALSE,0,NA,2022-11-28 10:55:33,FALSE,NA,"1597182400265871364",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Candice49612048",0,FALSE,FALSE,NA,NA
"48","@emmasaurustex Sense and Sensibility #FilmTwitter",FALSE,0,"emmasaurustex",2022-11-28 10:54:00,FALSE,"1597029415690842112","1597182013936529408","729447730838298624","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eiffel_71",0,FALSE,FALSE,NA,NA
"49","there are so many rats over here. please stay where you are or bring rat traps if you’re going to the eiffel tower https://t.co/i8wEHI6bjo",FALSE,0,NA,2022-11-28 10:52:46,FALSE,NA,"1597181699615752195",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kichwakubua",0,FALSE,FALSE,NA,NA
"50","RT @discokidnap: @Jfarrers 20 is a much better time capsule of the music scene in 2004 than the original is for it’s day.",FALSE,0,NA,2022-11-28 10:52:13,FALSE,NA,"1597181564513046530",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eiffel_71",1,TRUE,FALSE,NA,NA
"51","@Jfarrers Love Band Aid 20!",FALSE,0,"Jfarrers",2022-11-28 10:52:05,FALSE,"1596901844428541953","1597181530899902465","2361393215","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eiffel_71",0,FALSE,FALSE,NA,NA
"52","@My88_FM Don't Get Me Wrong.",FALSE,1,"My88_FM",2022-11-28 10:51:43,FALSE,"1597002598233833472","1597181437148790789","1363651716462174208","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eiffel_71",0,FALSE,FALSE,NA,NA
"53","RT @dancegerarddnce: the way i need them to eiffel tower me bro😭😜 https://t.co/1HSuGfy2Ur",FALSE,0,NA,2022-11-28 10:51:40,FALSE,NA,"1597181423034978305",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Scarletthai22",32,TRUE,FALSE,NA,NA
"54","RT @TalkingPicsTV: @GrahamWest2022 @eiffel_71 @andy_eastfield Episodes available to watch now for free on TPTV Encore: https://t.co/y6WrEsB…",FALSE,0,NA,2022-11-28 10:51:01,FALSE,NA,"1597181262741278721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eiffel_71",1,TRUE,FALSE,NA,NA
"55","RT @DanielRVW1: @eiffel_71 @BBC @BBCiPlayer Some uplifting tv will do everyone good 👏",FALSE,0,NA,2022-11-28 10:50:57,FALSE,NA,"1597181242973523968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eiffel_71",1,TRUE,FALSE,NA,NA
"56","why so much coffee before fresh socialization. anxiety is over the Eiffel Tower

*cries*",FALSE,1,NA,2022-11-28 10:50:40,FALSE,NA,"1597181173301923842",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fragileHankei",0,FALSE,FALSE,NA,NA
"57","RT @PierreBotte1: Ready to visit the Eiffel Tower   :-) https://t.co/chwpILfL7v",FALSE,0,NA,2022-11-28 10:48:39,FALSE,NA,"1597180666491572224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","branderbum",58,TRUE,FALSE,NA,NA
"58","RT @Klaus_Arminius: 🇫🇷#France

Blood Everywhere: Settlement of scores between Pakistani street vendors under the Eiffel Tower last night.…",FALSE,0,NA,2022-11-28 10:48:09,FALSE,NA,"1597180538913443840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MaqsDad",189,TRUE,FALSE,NA,NA
"59","Eiffel for you #ASongOrMovieForTheFrench https://t.co/nt1g5Lha7s",FALSE,4,NA,2022-11-28 10:47:58,FALSE,NA,"1597180493778235392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Woolphee",1,FALSE,FALSE,NA,NA
"60","RT @Klaus_Arminius: 🇫🇷#France

Blood Everywhere: Settlement of scores between Pakistani street vendors under the Eiffel Tower last night.…",FALSE,0,NA,2022-11-28 10:46:41,FALSE,NA,"1597180168598327296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","d5_rss",189,TRUE,FALSE,NA,NA
"61","“There’s the Eiffel Tower,” remarked Curfoot. https://t.co/J15sfIsbyi",FALSE,0,NA,2022-11-28 10:46:26,FALSE,NA,"1597180108992757761",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","rodney_dobbin",0,FALSE,FALSE,NA,NA
"62","RT @Klaus_Arminius: 🇫🇷#France

Blood Everywhere: Settlement of scores between Pakistani street vendors under the Eiffel Tower last night.…",FALSE,0,NA,2022-11-28 10:44:49,FALSE,NA,"1597179701361258496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zioioioioioioz",189,TRUE,FALSE,NA,NA
"63","RT @MarkRiter: The Eiffel Truth    #ASongOrMovieForTheFrench https://t.co/nXNzf6tpqo",FALSE,0,NA,2022-11-28 10:43:30,FALSE,NA,"1597179368903958528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","libbyliberalnyc",3,TRUE,FALSE,NA,NA
"64","RT @Iainr1Cairns: #ASongOrMovieForTheFrench

Eiffel into a burning ring of fire",FALSE,0,NA,2022-11-28 10:42:56,FALSE,NA,"1597179225186111490",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","libbyliberalnyc",2,TRUE,FALSE,NA,NA
"65","RT @dandanroo: can chamber and deadeye eiffel tower me",FALSE,0,NA,2022-11-28 10:42:54,FALSE,NA,"1597179216743002112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dig_bick424",6,TRUE,FALSE,NA,NA
"66","""So I was moving around my newly build Eiffel Tower, and as I moved my Titanic The tower got hit and crumbled I'm h… https://t.co/HHz2CUolL7",FALSE,3,NA,2022-11-28 10:42:15,TRUE,NA,"1597179055446507521",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","SokoToys",0,FALSE,FALSE,NA,NA
"67","RT @PierreBotte1: Ready to visit the Eiffel Tower   :-) https://t.co/chwpILfL7v",FALSE,0,NA,2022-11-28 10:41:02,FALSE,NA,"1597178750143066112",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PierreBotte1",58,TRUE,FALSE,NA,NA
"68","RT @0xsnowX: Recently minted artwork on SnowX🚀👁️🥳
Tower, Deer &amp; Whiskey by @SSosum 
 
Eiffel Tower, Flock of Deer making Moonshine Whiskey.…",FALSE,0,NA,2022-11-28 10:37:05,FALSE,NA,"1597177756021727232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","angelo_imbriani",3,TRUE,FALSE,NA,NA
"69","RT @Klaus_Arminius: 🇫🇷#France

Blood Everywhere: Settlement of scores between Pakistani street vendors under the Eiffel Tower last night.…",FALSE,0,NA,2022-11-28 10:34:44,FALSE,NA,"1597177163907620865",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mr9511865",189,TRUE,FALSE,NA,NA
"70","“There’s the Eiffel Tower,” remarked Curfoot.      https://t.co/4RINgBfOgA",FALSE,0,NA,2022-11-28 10:34:22,FALSE,NA,"1597177070920273922",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Cortney74199046",0,FALSE,FALSE,NA,NA
"71","@jldxxxo Maybe y’all Eiffel Tower me? 👯‍♀️👏",FALSE,0,"jldxxxo",2022-11-28 10:30:38,FALSE,"1596993516454187010","1597176131563978752","1065738067074535424","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarahmoonsg",0,FALSE,FALSE,NA,NA
"72","RT @Klaus_Arminius: 🇫🇷#France

Blood Everywhere: Settlement of scores between Pakistani street vendors under the Eiffel Tower last night.…",FALSE,0,NA,2022-11-28 10:27:49,FALSE,NA,"1597175422621392896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tipperaryjon",189,TRUE,FALSE,NA,NA
"73","RT @BHENRYstyle: CYBER SALE📣🎅🏻❤️
40% OFF &amp; 🆓shipping🎁

#etsyshop #etsy #etsystore #etsyseller #etsygifts #sale #giftideas #sales #promotion…",FALSE,0,NA,2022-11-28 10:27:10,FALSE,NA,"1597175260981657600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AyaIto_Designer",2,TRUE,FALSE,NA,NA
"74","“There’s the Eiffel Tower,” remarked Curfoot.      https://t.co/7nGPJ2QXEy",FALSE,0,NA,2022-11-28 10:24:44,FALSE,NA,"1597174645760794624",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JimenezShazia",0,FALSE,FALSE,NA,NA
"75","@Higgs_X_Boson NO DONT INSTIGATE. IM SAVING MONEY 😭NO MORE BUYING 😭 .
.
.
.
.
maybe Eiffel Tower from LEGO 🙏",FALSE,1,"Higgs_X_Boson",2022-11-28 10:23:24,FALSE,"1597173762692378624","1597174312699842569","1356670819884097536","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kkevinwuu",0,FALSE,FALSE,NA,NA
"76","Eiffel 65 was also played for those keeping score at home.",FALSE,0,"FrazierNicholas",2022-11-28 10:15:06,FALSE,"1597171919966863360","1597172220983668737","343567226","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FrazierNicholas",0,FALSE,FALSE,NA,NA
"77","“There’s the Eiffel Tower,” remarked Curfoot.     https://t.co/zk3V2InurS",FALSE,0,NA,2022-11-28 10:08:16,FALSE,NA,"1597170502451490822",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Iloveiran13",0,FALSE,FALSE,NA,NA
"78","@_montemoon_ are you the Eiffel Tower? 'couse I fell for you. 
I would jump of a cliff tbh, but in a good way",FALSE,1,"_montemoon_",2022-11-28 10:07:39,FALSE,"1597039075827281920","1597170346968625154","905360749060530176","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","apollo_hateclub",0,FALSE,FALSE,NA,NA
"79","Eiffel the law and the law one #ASongOrMovieForTheFrench",FALSE,0,NA,2022-11-28 10:05:19,FALSE,NA,"1597169759560560640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mila255h",0,FALSE,FALSE,NA,NA
"80","the Eiffel Tower is still there dumb ass. https://t.co/tVWKOq7CEn https://t.co/EhecrcAuUQ",FALSE,2,NA,2022-11-28 10:04:03,FALSE,NA,"1597169442584420354",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stardustsummons",0,FALSE,FALSE,NA,NA
"81","RT @dancegerarddnce: the way i need them to eiffel tower me bro😭😜 https://t.co/1HSuGfy2Ur",FALSE,0,NA,2022-11-28 10:02:59,FALSE,NA,"1597169171380703238",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","agayskeleton",32,TRUE,FALSE,NA,NA
"82","RT @MarkRiter: The Eiffel Truth    #ASongOrMovieForTheFrench https://t.co/nXNzf6tpqo",FALSE,0,NA,2022-11-28 10:02:27,FALSE,NA,"1597169039398227968",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","flamencobug",3,TRUE,FALSE,NA,NA
"83","Paris Travel Photoshoot｜Solo Street Photography｜La Tour Eiffel Sunny Chic! https://t.co/T3CzxKUJN4",FALSE,0,NA,2022-11-28 10:02:22,FALSE,NA,"1597169018653528064",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Zy_Photoshoot",0,FALSE,FALSE,NA,NA
"84","“There’s the Eiffel Tower,” remarked Curfoot. https://t.co/E6JFLhGZy5",FALSE,0,NA,2022-11-28 10:02:01,FALSE,NA,"1597168930338246657",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FredaByron3",0,FALSE,FALSE,NA,NA
